Majority.protein.IDs	Intensity_100fmolR1	Intensity_100fmolR2	Intensity_100fmolR3	Intensity_10fmolR1	Intensity_10fmolR2	Intensity_10fmolR3	organism	Protein.names	Gene.names	Peptides	Razor...unique.peptides	Unique.peptides	id
P36139	26.5869	26.3845	26.4095	25.8563	25.9898	25.9387	yeast	Protein PET10	PET10	8	8	8	548
P36421	26.3465	26.6939	26.8335	25.8854	26.8517	26.6454	yeast	Tyrosine--tRNA ligase, cytoplasmic	TYS1	10	10	10	550
P37012	26.7163	26.6702	26.6399	26.4404	26.2401	26.268	yeast	Phosphoglucomutase-2	PGM2	10	10	8	551
P37291	27.3658	27.35	27.2361	26.6598	27.103	27.0259	yeast	Serine hydroxymethyltransferase, cytosolic	SHM2	13	13	12	552
P37292	26.4247	26.369	26.0259	25.5012	26.1168	26.121	yeast	Serine hydroxymethyltransferase, mitochondrial	SHM1	9	8	8	553
P37299	22.0676	22.6384	22.1947	NA	NA	22.2303	yeast	Cytochrome b-c1 complex subunit 10	QCR10	1	1	1	555
P37302	25.8049	25.8361	25.8432	25.5502	25.5791	25.4995	yeast	Aminopeptidase Y	APE3	4	4	4	556
P37898	24.9041	24.5752	24.8353	NA	24.7853	24.7021	yeast	Alanine/arginine aminopeptidase	AAP1	9	7	7	557
P38011	29.5479	29.5476	29.6139	29.3394	29.3813	29.3895	yeast	Guanine nucleotide-binding protein subunit beta-like protein	ASC1	18	18	18	558
P38013	30.6399	30.6645	30.6225	30.3913	30.513	30.5606	yeast	Peroxiredoxin type-2	AHP1	9	9	9	559
P38061	27.4916	27.5158	27.4557	26.6626	27.1019	26.7718	yeast	60S ribosomal protein L32	RPL32	5	5	5	560
P38066	20.9394	NA	20.8764	20.398	20.2651	20.5275	yeast	GTP cyclohydrolase-2	RIB1	1	1	1	561
P38071	22.2444	21.9538	21.9984	23.2659	23.4262	23.4152	yeast	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial	ETR1	2	2	2	562
P38074	24.2413	23.9663	23.636	21.3371	24.1749	24.1255	yeast	HNRNP arginine N-methyltransferase	HMT1	2	2	2	563
P38075	24.3262	24.6921	24.326	26.6317	26.7759	26.6022	yeast	Pyridoxamine 5-phosphate oxidase	PDX3	5	5	5	564
P38077	25.5943	25.5075	25.5104	24.6271	25.4563	25.1646	yeast	ATP synthase subunit gamma, mitochondrial	ATP3	5	5	5	565
P38088	26.8733	26.8474	26.7664	26.8663	26.7167	26.7477	yeast	Glycine--tRNA ligase 1, mitochondrial	GRS1	14	14	14	567
P38115	26.8126	26.4571	26.7594	25.8608	26.2497	26.2351	yeast	D-arabinose dehydrogenase [NAD(P)+] heavy chain	ARA1	6	6	6	568
P38116	22.5523	22.2091	22.362	20.4831	21.5295	21.5514	yeast	ADP-ribosylation factor-like protein 1	ARL1	2	2	2	569
P38137	26.447	25.887	26.2313	24.4851	25.8617	25.3648	yeast	Peroxisomal-coenzyme A synthetase	PCS60	7	7	7	570
P38143	22.9231	22.4547	22.0896	NA	22.8416	21.6923	yeast	Glutathione peroxidase 2	GPX2	2	2	2	571
P38145	23.0895	22.7343	22.5056	22.8475	22.889	22.4986	yeast	Riboflavin synthase alpha chain	RIB5	1	1	1	572
"P38152;REV__P18544;REV__A6ZM65;REV__B3LLQ4;REV__B5VPC6;REV__C7GLB5;REV__C8ZEK9;REV__Q03673"	25.3403	22.7853	25.1845	22.4192	22.1429	25.0769	yeast	Tricarboxylate transport protein	CTP1	2	2	2	573
P38197	22.5018	22.3094	22.5441	21.8936	22.4458	22.661	yeast	UPF0001 protein YBL036C		2	2	2	574
P38205	23.2033	23.1716	23.1818	22.1822	23.6185	22.986	yeast	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	NCL1	2	2	2	575
P38206	21.5107	21.9462	21.9977	NA	21.1599	21.3523	yeast	Oligosaccharide translocation protein RFT1	RFT1	2	2	2	576
P38216	19.6886	19.709	19.7377	NA	19.4339	19.1256	yeast	Uncharacterized protein YBR016W		1	1	1	577
P38219	28.7529	28.6839	28.6966	26.3787	28.1661	28.1992	yeast	Uncharacterized GTP-binding protein OLA1	OLA1	10	10	10	578
P38221	25.7164	25.6478	25.6138	25.5304	25.2431	25.2768	yeast	Phosphatidate cytidylyltransferase	CDS1	3	3	3	579
P38249	26.2491	26.1929	26.1443	25.4913	26.1708	25.98	yeast	Eukaryotic translation initiation factor 3 subunit A	RPG1	10	10	10	581
P38250	21.322	21.3331	21.105	NA	20.6337	20.8334	yeast	Increased sodium tolerance protein 2	IST2	1	1	1	582
P38260	21.8615	22.5843	22.6643	NA	22.7044	23.5537	yeast	Hsp70 nucleotide exchange factor FES1	FES1	3	3	3	583
P38264	21.8499	23.5815	24.1034	23.4609	23.2711	24.6422	yeast	Inorganic phosphate transport protein PHO88	PHO88	4	4	4	584
P38281	23.8362	23.8686	23.881	21.3018	23.843	23.6574	yeast	Actin patches distal protein 1	APD1	2	2	2	585
P38295	22.1761	21.782	21.5407	22.2018	22.1214	22.2603	yeast	Medium-chain fatty acid ethyl ester synthase/esterase 2	EHT1	1	1	1	586
P38328	24.948	24.9313	24.7826	24.7353	24.7689	24.7806	yeast	Actin-related protein 2/3 complex subunit 1	ARC40	2	2	2	587
P38426	23.1594	22.9827	23.1973	22.6155	23.1895	23.1027	yeast	Trehalose synthase complex regulatory subunit TPS3	TPS3	3	3	3	588
P38427	22.9755	21.2043	NA	22.4698	22.3352	22.4842	yeast	Trehalose synthase complex regulatory subunit TSL1	TSL1	2	2	2	589
P38431	25.7735	25.7718	25.7992	25.6336	25.6772	25.6669	yeast	Eukaryotic translation initiation factor 5	TIF5	6	6	6	590
"P38555;P51996"	23.3823	24.434	23.9948	22.0835	23.3307	23.0694	yeast	"GTP-binding protein YPT31/YPT8;GTP-binding protein YPT32/YPT11"	"YPT31;YPT32"	2	2	2	591
P38616	25.2068	25.2865	24.9129	24.8625	24.9467	25.3124	yeast	Protein YGP1	YGP1	4	4	4	592
P38624	24.1304	24.3193	23.6054	22.4565	23.7875	23.1219	yeast	Proteasome component PRE3	PRE3	3	3	3	593
P38625	25.8554	25.7014	25.6029	24.5708	25.9408	25.8336	yeast	GMP synthase [glutamine-hydrolyzing]	GUA1	7	7	7	594
P38628	24.2857	24.2199	25.1057	23.1064	23.7779	24.5776	yeast	Phosphoacetylglucosamine mutase	PCM1	5	5	5	595
P38689	NA	22.7292	21.6724	22.2725	22.21	22.2563	yeast	Ribose-phosphate pyrophosphokinase 3	PRS3	3	3	3	596
P38701	27.6928	27.6502	27.6935	27.4903	27.4751	27.4768	yeast	40S ribosomal protein S20	RPS20	5	5	5	597
P38707	27.54	27.5184	27.4633	26.5963	27.2777	27.2313	yeast	Asparagine--tRNA ligase, cytoplasmic	DED81	16	16	16	598
P38708	26.9698	26.9492	27.0527	26.4431	26.7553	26.6948	yeast	Putative proline--tRNA ligase YHR020W	YHR020W	10	10	10	599
P38715	26.6294	26.5605	26.4689	25.7647	26.3088	26.3735	yeast	NADPH-dependent aldose reductase GRE3	GRE3	11	11	11	600
P38717	24.1885	24.2081	24.1873	23.6564	23.4906	23.4227	yeast	Protein SIP3	SIP3	1	1	1	601
P38720	30.2696	30.2285	30.2358	29.7861	29.946	29.9661	yeast	6-phosphogluconate dehydrogenase, decarboxylating 1	GND1	25	25	25	602
"P38754;P36105"	27.845	27.8269	27.819	27.3403	27.5584	27.5761	yeast	"60S ribosomal protein L14-B;60S ribosomal protein L14-A"	"RPL14B;RPL14A"	7	7	7	603
"Q02201;P38755"	21.8467	21.7116	21.5951	22.162	21.6787	21.441	yeast	"Oxysterol-binding protein homolog 6;Oxysterol-binding protein homolog 7"	"OSH6;OSH7"	1	1	1	604
P38760	24.0834	23.8904	23.7136	20.4201	22.9858	23.1369	yeast	RNA-binding protein MIP6	MIP6	1	1	1	605
P38764	25.6846	25.8865	25.3741	25.0308	25.306	25.4963	yeast	26S proteasome regulatory subunit RPN1	RPN1	11	11	11	606
P38765	22.7366	21.888	21.5616	22.5048	22.4273	22.3115	yeast	Uncharacterized isomerase YHI9	YHI9	2	2	2	607
"P38773;P38774"	22.4877	22.1596	22.0179	22.011	21.7386	22.1909	yeast	"2-deoxyglucose-6-phosphate phosphatase 2;2-deoxyglucose-6-phosphate phosphatase 1"	"DOG2;DOG1"	1	1	1	608
P38787	23.3052	23.1326	23.0924	21.5383	22.8767	22.9778	yeast	2-dehydropantoate 2-reductase	PAN5	2	2	2	609
P38788	28.6245	28.668	28.6424	27.4687	28.3978	28.1109	yeast	Ribosome-associated complex subunit SSZ1	SSZ1	17	17	17	610
P38791	NA	21.0292	NA	21.2339	21.1232	21.3944	yeast	Deoxyhypusine synthase	DYS1	2	2	2	611
P38792	20.7991	20.6478	20.0664	20.5214	20.1602	NA	yeast	Exosome complex component RRP4	RRP4	1	1	1	612
P38804	25.177	24.8875	24.9615	24.5303	24.7334	24.9762	yeast	Restriction of telomere capping protein 3	RTC3	3	3	3	613
P38810	20.0604	20.3605	22.0724	21.1608	19.2428	19.3243	yeast	SED5-binding protein 3	SFB3	2	2	2	614
P38817	22.9209	22.6458	22.0013	NA	21.4851	21.536	yeast	ADP-ribosylation factor-binding protein GGA2	GGA2	2	2	2	615
P38836	22.4578	22.4354	22.3782	NA	22.5087	22.2021	yeast	Putative metallocarboxypeptidase ECM14	ECM14	1	1	1	616
P38840	25.3868	25.4218	25.5787	24.8608	25.1502	25.0639	yeast	Aromatic amino acid aminotransferase 2	ARO9	6	6	6	617
P38886	24.3828	24.2489	24.2544	NA	23.8532	23.2947	yeast	26S proteasome regulatory subunit RPN10	RPN10	4	4	4	618
P38891	27.3843	27.158	27.3483	26.8634	27.0362	26.9703	yeast	Branched-chain-amino-acid aminotransferase, mitochondrial	BAT1	10	10	8	619
P38892	25.0667	24.8882	25.4285	23.7023	24.6225	24.6061	yeast	Probable S-adenosylmethionine-dependent methyltransferase CRG1	CRG1	5	5	5	620
P38910	26.6084	26.4915	26.461	26.0064	26.3792	26.3535	yeast	10 kDa heat shock protein, mitochondrial	HSP10	3	3	3	621
P38911	23.7775	23.8673	23.3814	23.7983	23.7265	23.7048	yeast	FK506-binding nuclear protein	FPR3	3	3	3	622
P38912	23.6078	23.5559	23.6984	22.7953	22.9765	22.7686	yeast	Eukaryotic translation initiation factor 1A	TIF11	3	3	3	623
P38934	26.4598	26.4269	26.4515	25.9423	26.3004	26.3671	yeast	Nuclear segregation protein BFR1	BFR1	10	10	10	624
P38968	24.6252	24.69	24.406	24.3588	24.7312	24.4397	yeast	Protein transport protein SEC31	SEC31	5	5	5	625
P38972	25.0162	25.2049	25.3349	25.0357	24.8956	25.1517	yeast	Phosphoribosylformylglycinamidine synthase	ADE6	13	13	13	626
P38988	21.2502	21.5662	21.5053	NA	20.9501	21.0959	yeast	Mitochondrial GTP/GDP carrier protein 1	GGC1	1	1	1	628
P38998	24.5769	24.4043	24.4949	23.2125	24.196	24.1138	yeast	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	LYS1	3	3	3	629
P38999	25.4645	25.3541	25.753	25.049	25.0707	25.1974	yeast	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	LYS9	11	11	11	630
"P39003;P39004"	26.3474	26.2148	26.243	26.0706	26.1461	26.1792	yeast	High-affinity hexose transporter HXT6	"HXT6;HXT7"	6	6	6	631
P39015	28.2857	28.2659	28.2245	27.2648	28.0843	28.0317	yeast	Suppressor protein STM1	STM1	12	12	12	632
P39073	25.2554	25.4017	25.2018	NA	25.1112	25.1459	yeast	Meiotic mRNA stability protein kinase SSN3	SSN3	1	1	1	633
P39077	24.0388	23.8984	22.4126	22.4193	23.9472	23.7414	yeast	T-complex protein 1 subunit gamma	CCT3	3	3	3	635
P39078	22.4909	22.5401	22.6738	22.1776	22.0573	22.0476	yeast	T-complex protein 1 subunit delta	CCT4	1	1	1	636
P39101	23.1381	NA	NA	22.9824	22.722	22.7194	yeast	Protein CAJ1	CAJ1	1	1	1	637
P39103	18.6117	17.8272	17.6025	18.1141	18.1141	18.4956	yeast	Cytochrome c oxidase assembly protein COX14	COX14	1	1	1	638
P39107	21.8457	21.3275	21.0041	NA	21.0076	21.2069	yeast	Mannan polymerase complexes subunit MNN9	MNN9	1	1	1	639
P39111	23.043	23.1221	23.2055	22.9177	23.052	22.9768	yeast	V-type proton ATPase subunit F	VMA7	1	1	1	640
P39522	26.3346	25.785	25.7615	25.3445	25.4896	25.7591	yeast	Dihydroxy-acid dehydratase, mitochondrial	ILV3	7	7	7	641
P39533	23.3343	23.4751	23.2804	22.7148	23.4732	23.5221	yeast	Probable aconitate hydratase 2	ACO2	6	5	5	642
P39676	29.262	29.4234	29.4465	28.7059	29.1856	29.214	yeast	Flavohemoprotein	YHB1	17	17	17	643
P39683	23.5715	NA	21.0964	20.1311	19.8313	21.6386	yeast	Nicotinate phosphoribosyltransferase	NPT1	3	3	3	644
P39708	23.3892	23.7212	23.4499	22.9437	23.0598	23.0326	yeast	NADP-specific glutamate dehydrogenase 2	GDH3	10	2	2	645
P39730	26.4056	26.3991	26.2207	24.8191	25.8438	25.9249	yeast	Eukaryotic translation initiation factor 5B	FUN12	10	10	10	646
P39743	24.1655	24.2642	24.2961	22.6937	23.9269	23.8812	yeast	Reduced viability upon starvation protein 167	RVS167	2	2	2	647
P39926	22.7122	22.8428	22.6359	22.0436	22.4577	22.3164	yeast	Protein SSO2	SSO2	3	3	3	648
P39935	24.7132	25.8473	25.9193	23.6856	24.2381	24.7479	yeast	Eukaryotic initiation factor 4F subunit p150	TIF4631	9	9	9	649
"P39938;P39939"	27.4698	27.3864	26.2673	27.1735	27.2148	27.7257	yeast	"40S ribosomal protein S26-A;40S ribosomal protein S26-B"	"RPS26A;RPS26B"	4	4	4	650
P39954	29.3577	29.3462	29.3442	28.6237	29.0398	29.078	yeast	Adenosylhomocysteinase	SAH1	19	19	19	651
P39966	21.2094	22.5429	20.9678	NA	NA	NA	yeast	Protein phosphatase 2C homolog 2	PTC2	2	2	2	653
P39976	23.6996	23.467	22.9264	23.1733	23.7797	23.8134	yeast	D-lactate dehydrogenase [cytochrome] 3	DLD3	1	1	1	654
P39990	26.0639	26.0423	26.0492	25.7964	25.2916	25.8722	yeast	13 kDa ribonucleoprotein-associated protein	SNU13	3	3	3	655
P40016	23.0792	24.0467	22.3356	23.1194	23.5678	23.5556	yeast	26S proteasome regulatory subunit RPN3	RPN3	4	4	4	656
P40024	24.5838	25.3338	23.4403	22.4929	24.7301	25.3845	yeast	ABC transporter ATP-binding protein ARB1	ARB1	5	5	5	657
P40029	22.752	22.7321	22.7262	22.1608	22.3757	22.5429	yeast	Peptide methionine sulfoxide reductase	MXR1	2	2	2	658
P40037	25.6926	24.7183	25.5516	24.2364	25.4574	25.5257	yeast	Protein HMF1	HMF1	4	4	4	659
P40054	26.7497	26.6238	26.5438	26.2037	26.1676	26.312	yeast	D-3-phosphoglycerate dehydrogenase 1	SER3	10	10	10	660
P40069	26.8758	26.7859	26.7073	25.673	26.932	26.8839	yeast	Importin subunit beta-4	KAP123	16	16	15	661
P40075	24.7859	24.6914	24.7128	24.4569	24.4062	24.4063	yeast	Vesicle-associated membrane protein-associated protein SCS2	SCS2	3	3	3	662
P40086	20.7165	20.9188	20.8858	20.2741	20.4686	21.5831	yeast	Cytochrome c oxidase assembly protein COX15	COX15	2	2	2	664
P40087	22.7675	21.603	22.993	21.6116	21.5762	22.1908	yeast	DNA damage-inducible protein 1	DDI1	2	2	2	665
P40093	25.1353	25.0034	24.1049	24.0918	24.4334	24.2821	yeast	UPF0160 protein YER156C	YER156C	4	4	4	666
P40150	26.4429	26.3013	26.3659	26.1418	26.2291	26.1852	yeast	Heat shock protein SSB2	SSB2	30	1	1	667
P40185	26.6553	26.6327	26.6195	26.4098	26.4039	26.4244	yeast	Protein MMF1, mitochondrial	MMF1	5	5	5	668
P40202	24.3149	24.2658	24.2584	24.055	24.0169	23.9737	yeast	Superoxide dismutase 1 copper chaperone	CCS1	2	2	2	669
"P40212;Q12690"	28.5968	28.6758	28.6921	28.3548	28.4529	28.3889	yeast	"60S ribosomal protein L13-B;60S ribosomal protein L13-A"	"RPL13B;RPL13A"	11	11	10	670
P40215	21.9969	21.7998	21.9485	21.419	22.1962	21.2192	yeast	External NADH-ubiquinone oxidoreductase 1, mitochondrial	NDE1	3	3	3	671
P40302	23.8956	23.7172	23.6622	22.7997	23.4992	23.372	yeast	Proteasome component PRE5	PRE5	3	3	3	672
P40303	25.4545	25.4219	25.0305	24.9704	25.3508	25.2926	yeast	Proteasome component PRE6	PRE6	5	5	5	673
P40395	24.3076	24.2831	24.0576	NA	24.5946	NA	yeast	Protein RIC1	RIC1	1	1	1	674
P40414	23.6693	23.6003	23.4096	23.8412	23.6317	23.3667	yeast	Tropomyosin-2	TPM2	1	1	1	675
"P40472;P53616"	23.4148	23.0795	23.3188	22.8414	23.1765	23.073	yeast	"Protein SIM1;Septation protein SUN4"	"SIM1;SUN4"	2	2	2	676
P40482	23.7475	23.5163	23.3204	22.8099	23.0742	23.4124	yeast	Protein transport protein SEC24	SEC24	4	4	4	677
P40483	19.7976	22.5734	22.4481	21.4091	21.4722	21.5003	yeast	Putative zinc metalloproteinase YIL108W	YIL108W	2	2	2	678
P40495	25.265	25.4356	25.0372	23.362	25.0477	24.6729	yeast	Homoisocitrate dehydrogenase, mitochondrial	LYS12	6	6	6	679
P40509	24.2662	24.0294	23.8493	23.6862	23.2065	23.3196	yeast	Coatomer subunit epsilon	SEC28	4	4	4	680
P40513	25.0723	25.1217	25.0788	24.3956	25.1554	25.0951	yeast	Mitochondrial acidic protein MAM33	MAM33	6	6	6	681
"P40525;P87262"	26.4945	26.5311	26.5343	26.2242	26.2108	26.1877	yeast	"60S ribosomal protein L34-B;60S ribosomal protein L34-A"	"RPL34B;RPL34A"	2	2	2	682
P40531	26.5567	26.3718	26.4885	25.459	25.5782	25.7533	yeast	Protein GVP36	GVP36	9	9	9	683
P40580	22.1442	23.2015	22.5789	21.9057	21.6654	21.5355	yeast	Benzil reductase ((S)-benzoin forming) IRC24	IRC24	4	4	4	685
P40582	24.2638	23.6785	23.712	22.8243	22.8479	23.606	yeast	Glutathione S-transferase 1	GTT1	3	3	3	686
P40825	26.7944	26.8937	26.5772	26.1465	26.8162	26.6146	yeast	Alanine--tRNA ligase, mitochondrial	ALA1	13	13	13	687
P40850	24.9927	24.9999	24.7651	23.632	24.674	24.5871	yeast	Protein MKT1	MKT1	7	7	7	688
P40893	26.5194	26.0382	26.0406	23.9545	25.2187	25.131	yeast	Regulation of enolase protein 1	REE1	6	6	6	689
P40961	NA	NA	NA	20.548	20.2318	20.9388	yeast	Prohibitin-1	PHB1	1	1	1	690
"P40989;P38631"	24.1327	24.0863	24.002	22.6528	23.7784	23.5379	yeast	"1,3-beta-glucan synthase component GSC2;1,3-beta-glucan synthase component FKS1"	"GSC2;FKS1"	2	2	2	691
P40991	21.9445	22.6115	21.9817	NA	22.3685	22.3956	yeast	Putative ribosomal RNA methyltransferase Nop2	NOP2	3	3	3	692
P41056	24.3787	24.1188	24.3277	NA	24.4403	NA	yeast	60S ribosomal protein L33-B	RPL33B	5	5	1	693
P41057	25.465	24.2998	25.697	22.7346	24.4752	24.4482	yeast	40S ribosomal protein S29-A	RPS29A	3	2	2	694
P41058	25.2502	25.4587	25.3231	24.0253	24.3193	24.2453	yeast	40S ribosomal protein S29-B	RPS29B	3	3	2	695
P41277	26.9659	26.8249	26.9372	26.4509	26.8136	26.7902	yeast	(DL)-glycerol-3-phosphatase 1	RHR2	7	7	4	696
P41338	28.2525	28.1588	28.1425	27.829	27.8644	27.869	yeast	Acetyl-CoA acetyltransferase	ERG10	12	12	12	697
P41805	27.9002	27.8644	27.944	27.5491	27.568	27.7781	yeast	60S ribosomal protein L10	RPL10	12	12	12	698
P41807	24.66	24.0838	24.362	23.3181	24.5043	24.5595	yeast	V-type proton ATPase subunit H	VMA13	4	4	4	699
P41811	24.546	24.4608	24.8378	24.4132	24.5384	24.3835	yeast	Coatomer subunit beta	SEC27	5	5	5	700
P41818	23.622	23.5795	23.5297	NA	23.634	23.7676	yeast	Protein GLC8	GLC8	1	1	1	701
P41911	22.7283	22.699	22.9272	21.9256	22.5953	21.5962	yeast	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial	GPD2	3	2	2	702
P41920	23.1086	23.2095	24.4013	22.7993	23.5883	23.7466	yeast	Ran-specific GTPase-activating protein 1	YRB1	3	3	3	703
P41921	25.2284	24.7438	24.7635	24.9965	25.2138	24.7211	yeast	Glutathione reductase	GLR1	4	4	4	704
P41939	25.9842	25.9451	26.0367	26.0371	26.0666	26.1252	yeast	Isocitrate dehydrogenase [NADP] cytoplasmic	IDP2	12	9	9	705
P41940	28.7165	28.9086	28.7705	28.4592	28.4825	28.5056	yeast	Mannose-1-phosphate guanyltransferase	PSA1	13	13	13	706
P42943	22.3523	22.8264	22.7424	21.8494	23.4092	23.0273	yeast	T-complex protein 1 subunit eta	CCT7	4	4	4	709
P42945	25.4421	25.3826	NA	27.8206	24.8964	24.9884	yeast	U3 small nucleolar RNA-associated protein 10	UTP10	2	2	2	710
P43123	21.6014	21.6227	22.6684	22.3399	22.6714	22.3846	yeast	UDP-N-acetylglucosamine pyrophosphorylase	QRI1	2	2	2	711
"P43545;P53824;Q03148"	21.0948	21.1239	21.3529	NA	20.7999	20.2534	yeast	"Probable pyridoxine biosynthesis protein SNZ3;Probable pyridoxine biosynthesis protein SNZ2;Pyridoxine biosynthesis protein SNZ1"	"SNZ3;SNZ2;SNZ1"	1	1	1	712
P43585	22.0272	21.0269	22.4532	NA	22.4831	22.3028	yeast	Vacuolar transporter chaperone 2	VTC2	3	2	2	714
P43588	23.3281	23.3484	23.232	23.7074	22.9968	23.1479	yeast	26S proteasome regulatory subunit RPN11	RPN11	3	3	3	715
P43590	24.4227	24.4522	24.5581	23.5791	23.7326	23.552	yeast	Uncharacterized peptidase YFR006W	YFR006W	4	4	4	716
P43593	24.3958	24.3904	24.2676	23.8795	24.0743	24.1534	yeast	Ubiquitin carboxyl-terminal hydrolase 6	UBP6	5	5	5	717
P43616	27.4583	27.565	27.5733	27.2308	27.2462	27.5576	yeast	Cys-Gly metallodipeptidase DUG1	DUG1	12	12	12	718
P43621	22.6149	23.5831	NA	22.3723	23.7477	23.7154	yeast	Coatomer subunit delta	RET2	2	2	2	719
P45978	22.5653	22.6327	22.4395	NA	22.305	22.2866	yeast	Protein SCD6	SCD6	1	1	1	720
P46367	28.4081	28.3522	28.3873	27.6575	28.0694	27.9664	yeast	Potassium-activated aldehyde dehydrogenase, mitochondrial	ALD4	15	15	15	721
P46655	27.8628	27.997	27.849	27.3986	27.8977	27.802	yeast	Glutamate--tRNA ligase, cytoplasmic	GUS1	19	19	19	722
P46672	27.3887	27.3497	27.3067	27.0089	27.1592	27.1371	yeast	GU4 nucleic-binding protein 1	ARC1	9	9	9	723
P46680	23.6642	23.6222	23.5217	23.611	23.6343	23.3822	yeast	Actin-interacting protein 1	AIP1	3	3	3	724
P46683	22.5202	22.0226	22.4279	NA	21.8766	21.8121	yeast	Ankyrin repeat-containing protein YAR1	YAR1	2	2	2	725
"P46784;Q08745"	27.1328	27.0366	27.1488	26.8202	26.8229	26.904	yeast	"40S ribosomal protein S10-B;40S ribosomal protein S10-A"	"RPS10B;RPS10A"	4	4	4	726
P46969	22.2695	22.4372	22.1796	21.6373	21.7932	21.5738	yeast	Ribulose-phosphate 3-epimerase	RPE1	1	1	1	727
P46990	22.7661	22.6139	22.9258	22.3193	22.4738	22.5085	yeast	60S ribosomal protein L17-B	RPL17B	3	3	1	728
P46992	23.9834	23.9046	23.91	22.6111	23.7395	23.5135	yeast	Cell wall protein YJL171C		3	3	3	729
P47018	20.6058	22.7918	21.0288	NA	22.4957	22.4404	yeast	Maintenance of telomere capping protein 1	MTC1	3	3	3	730
P47039	21.7258	21.571	21.4877	22.468	21.8618	22.3875	yeast	Probable kynurenine--oxoglutarate transaminase BNA3	BNA3	2	2	2	731
P47068	24.6865	24.7976	24.7985	23.4112	24.5536	24.6172	yeast	Myosin tail region-interacting protein MTI1	BBC1	8	8	8	732
P47075	25.869	25.5917	25.901	23.5659	25.6575	25.5788	yeast	Vacuolar transporter chaperone 4	VTC4	5	5	5	733
P47079	21.1208	23.3628	22.9364	23.1942	23.674	22.8009	yeast	T-complex protein 1 subunit theta	CCT8	6	6	6	734
P47117	26.2692	26.2537	26.267	22.4277	26.0962	24.7399	yeast	Actin-related protein 3	ARP3	5	5	5	735
P47120	22.5003	22.0803	22.4194	23.0775	22.4052	21.6585	yeast	Deoxyhypusine hydroxylase	LIA1	3	3	3	736
P47124	24.3397	24.2059	24.3006	NA	24.2816	24.3292	yeast	Putative glycosyltransferase HOC1	HOC1	1	1	1	737
P47137	23.7833	23.4279	23.618	NA	NA	23.508	yeast	Uncharacterized oxidoreductase YJR096W		2	2	2	738
P47143	27.0199	26.9726	26.8992	26.7128	26.7601	26.774	yeast	Adenosine kinase	ADO1	9	9	9	739
P47160	NA	21.0351	NA	21.3877	21.3518	21.2195	yeast	Epsin-3	ENT3	1	1	1	741
P47165	21.8276	21.5822	21.7339	NA	21.7889	21.6129	yeast	Xanthine phosphoribosyltransferase 1	XPT1	1	1	1	742
P47176	27.1639	27.0592	27.0228	26.7551	26.8465	26.8605	yeast	Branched-chain-amino-acid aminotransferase, cytosolic	BAT2	10	8	8	743
"P47771;P54114"	25.977	26.0463	25.5955	25.4458	25.91	25.8631	yeast	"Aldehyde dehydrogenase [NAD(P)+] 1;Aldehyde dehydrogenase [NAD(P)+] 2"	"ALD2;ALD3"	9	9	9	744
P48164	25.2661	25.1288	25.1394	25.6125	25.6644	25.6298	yeast	40S ribosomal protein S7-B	RPS7B	7	4	4	745
P48589	28.0791	28.0692	28.0925	27.6944	27.7975	27.8268	yeast	40S ribosomal protein S12	RPS12	8	8	8	747
P48606	23.0901	22.9013	22.8269	20.8988	22.6502	22.7047	yeast	Tubulin-specific chaperone A	RBL2	2	2	2	748
P48836	22.0958	22.0439	NA	21.7685	22.0782	21.8578	yeast	V-type proton ATPase subunit G	VMA10	2	2	2	749
P49089	27.3318	26.6934	27.0107	26.3817	26.9259	26.7832	yeast	Asparagine synthetase [glutamine-hydrolyzing] 1	ASN1	16	16	12	750
P49090	26.7344	26.7248	26.6684	26.361	26.7248	26.7397	yeast	Asparagine synthetase [glutamine-hydrolyzing] 2	ASN2	10	6	6	751
P49167	25.7063	25.5831	25.6033	25.4187	25.3183	25.3408	yeast	60S ribosomal protein L38	RPL38	2	2	2	752
P49435	25.1472	25.2475	24.965	24.7062	25.0705	25.0201	yeast	Adenine phosphoribosyltransferase 1	APT1	4	4	4	753
P49573	19.2699	21.9101	20.1157	21.0643	20.7327	20.9282	yeast	Copper transport protein CTR1	CTR1	3	3	3	754
P49723	28.2223	28.1411	28.1301	27.8573	28.0428	27.8976	yeast	Ribonucleoside-diphosphate reductase small chain 2	RNR4	17	17	17	755
P49954	23.0648	22.4983	22.6593	22.7103	22.4893	22.6797	yeast	Probable hydrolase NIT3	NIT3	1	1	1	756
P50085	22.5454	22.778	22.5692	NA	22.3909	22.3138	yeast	Prohibitin-2	PHB2	1	1	1	757
P50094	22.1072	22.0228	22.0116	22.1037	NA	22.6929	yeast	Inosine-5-monophosphate dehydrogenase 4	IMD4	7	1	1	758
P50095	23.7786	25.0032	24.3657	22.7214	24.6184	24.9032	yeast	Inosine-5-monophosphate dehydrogenase 3	IMD3	10	10	4	759
P50861	27.426	27.5025	27.4336	26.4512	27.0793	27.0641	yeast	6,7-dimethyl-8-ribityllumazine synthase	RIB4	5	5	5	760
